Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-0.0683,-1.2973,-1.2355,-2.0031,-2.6728,0.5159,1.4818,0.7136,-2.9562,0.3535,-0.9003,-3.3808,-3.6789,-3.0302,-2.2201,0.2932,-3.0280,-3.6270,-3.8381
3.9062,0.5727,-0.3955,-0.5214,-1.4687,-1.9368,1.8789,1.5669,0.8114,-2.4649,-0.6391,-1.0777,-3.4246,-2.9029,-2.3718,-0.5465,0.2253,-1.5671,-2.9694,-3.2158
7.8125,1.0673,0.2947,0.1001,-0.8533,-0.8866,3.2012,1.2745,0.3760,-2.0150,-2.1639,-1.9590,-3.6481,-1.8206,-1.2468,1.7830,0.0849,1.0041,-2.3363,-2.2007
11.7188,1.2411,0.5625,0.5149,-0.2025,0.3664,3.9497,0.7361,-0.4900,-1.6075,-3.8731,-3.2561,-3.7985,-0.4886,0.2634,4.1229,-0.0210,4.1399,-1.8938,-0.7370
15.6250,1.0958,0.4745,0.7912,0.5295,1.6626,3.8966,0.2485,-1.3189,-1.1491,-5.2816,-4.2763,-3.4408,1.0034,1.8988,5.7574,0.1489,6.8227,-1.6353,1.1541
19.5312,0.7765,0.3045,1.0921,1.4328,2.8296,3.2565,0.0724,-1.5585,-0.5623,-6.0057,-4.3158,-2.2012,2.5393,3.3290,6.2530,0.8809,8.0753,-1.3569,3.3114
23.4375,0.4547,0.3265,1.4990,2.5293,3.7137,2.5315,0.2514,-0.9798,0.1122,-5.9467,-3.0992,-0.0310,3.9936,4.3276,5.6632,2.3290,7.5443,-0.7631,5.4226
27.3438,0.2254,0.6308,1.8878,3.6737,4.2177,2.1640,0.5736,0.0842,0.7251,-5.3091,-0.9538,2.6889,5.2592,4.8988,4.4738,4.3446,5.7693,0.3516,7.1015
31.2500,0.0965,1.0990,1.9710,4.5561,4.3413,2.2370,0.6931,0.8756,1.1480,-4.4500,1.4011,5.2853,6.2669,5.2539,3.3385,6.4324,3.9198,1.9502,8.0322
35.1562,0.0634,1.5465,1.4939,4.8266,4.2015,2.4367,0.3213,0.6756,1.4201,-3.6664,3.2880,7.0980,6.9732,5.6310,2.7698,7.9037,3.1125,3.7212,8.1018
39.0625,0.1908,1.9165,0.4547,4.2815,3.9979,2.3136,-0.6274,-0.7039,1.7779,-3.0537,4.4123,7.7750,7.3198,6.0703,2.9550,8.1791,3.7199,5.1971,7.4391
42.9688,0.6216,2.3712,-0.8106,2.9976,3.9051,1.6674,-1.9983,-2.7506,2.5210,-2.5107,4.8950,7.3984,7.2069,6.3087,3.7697,7.0933,5.1157,5.9704,6.3363
46.8750,1.4976,3.2097,-1.7492,1.3274,3.9354,0.7838,-3.4542,-4.5497,3.8041,-1.8587,5.0402,6.4020,6.5339,5.8975,4.9350,5.0236,6.0487,5.9085,5.1081
50.7812,2.8494,4.6648,-1.8543,-0.2508,3.8608,0.3367,-4.5759,-5.3654,5.5174,-0.9791,5.0803,5.3635,5.3195,4.5015,6.1901,2.7469,5.4343,5.2565,3.9843
54.6875,4.5376,6.7111,-0.9165,-1.3446,3.2821,0.9896,-4.9786,-5.1129,7.3526,0.1222,5.1192,4.7962,3.8293,2.1986,7.3712,1.0790,3.0768,4.5665,3.0934
58.5938,6.2830,9.0017,0.8719,-1.8055,1.8535,2.9305,-4.4423,-4.3875,9.0043,1.3408,5.2721,5.0118,2.5930,-0.4273,8.3788,0.4783,-0.1399,4.4650,2.5175
62.5000,7.7539,10.9668,2.9983,-1.7519,-0.4442,5.6387,-3.0451,-4.0229,10.3381,2.5478,5.7893,6.0563,2.2278,-2.4967,9.0930,0.8286,-2.7277,5.3485,2.3395
66.4062,8.6543,12.0212,4.8334,-1.4592,-3.1571,8.0560,-1.2305,-4.4837,11.3859,3.6432,6.9540,7.6900,3.1118,-3.2531,9.3336,1.5265,-3.4502,7.1491,2.6139
70.3125,8.7767,11.7885,5.8538,-1.1890,-5.4686,9.0910,0.2842,-5.5145,12.1770,4.5635,8.7696,9.4211,5.0910,-2.4549,8.9151,1.8297,-2.0331,9.3004,3.2774
74.2188,8.0341,10.2620,5.8050,-1.0532,-6.5523,8.1867,0.7971,-6.2937,12.5723,5.2600,10.7058,10.6347,7.4363,-0.5033,7.7719,1.2784,0.7062,10.9538,4.0871
78.1250,6.5031,7.8489,4.7772,-0.9756,-5.9837,5.6301,0.0053,-5.9836,12.2826,5.6897,11.8111,10.8294,9.1489,1.7770,6.0676,-0.0413,3.3769,11.3693,4.6789
82.0312,4.4714,5.2754,3.1890,-0.7571,-3.9679,2.4249,-1.7424,-4.2986,11.1068,5.8337,11.2401,9.8799,9.4840,3.5737,4.2013,-1.5403,4.8425,10.2958,4.7514
85.9375,2.4332,3.3585,1.6758,-0.2018,-1.2345,-0.2058,-3.5305,-1.7084,9.2204,5.7262,8.8811,8.1633,8.3883,4.4804,2.6773,-2.4516,4.8359,8.1334,4.2695
89.8438,0.9710,2.7023,0.8810,0.7607,1.3447,-1.4120,-4.3271,0.8450,7.2573,5.4571,5.6049,6.4182,6.5562,4.6158,1.8921,-2.2626,3.9892,5.7677,3.5335
93.7500,0.5284,3.4366,1.1973,2.0119,3.1833,-1.0836,-3.5727,2.5072,6.0541,5.1377,2.8670,5.3652,5.0302,4.4203,1.9483,-1.0172,3.2925,4.1434,3.0359
97.6562,1.1812,5.1365,2.5641,3.2723,4.1968,0.1972,-1.5499,2.9696,6.1754,4.8527,1.8603,5.2990,4.5726,4.2862,2.6043,0.6775,3.3646,3.8014,3.1731
101.5625,2.5547,7.0015,4.4487,4.2169,4.6968,1.5605,0.7278,2.5499,7.5375,4.6397,2.7833,5.9252,5.2071,4.2817,3.4023,1.9464,4.0291,4.6378,3.9956
105.4688,3.9748,8.2354,6.0702,4.6368,5.0766,2.3548,2.0706,1.8978,9.4127,4.5156,4.7517,6.5783,6.2397,4.1515,3.9115,2.0871,4.4769,6.0245,5.1728
109.3750,4.7946,8.4345,6.7843,4.5743,5.5274,2.4537,1.7831,1.5731,10.8491,4.5229,6.4363,6.6966,6.7605,3.5853,3.9539,0.9277,3.9018,7.2116,6.2078
113.2812,4.7108,7.7602,6.4283,4.3527,5.9841,2.2030,0.0380,1.7899,11.2419,4.7438,6.9754,6.2349,6.2985,2.5494,3.6788,-1.0802,2.1704,7.7669,6.7672
117.1875,3.8807,6.7903,5.4195,4.4602,6.3051,2.0798,-2.2672,2.4545,10.6751,5.2496,6.5000,5.7158,5.1880,1.4339,3.4386,-3.0716,0.0616,7.7846,6.9038
121.0938,2.7731,6.1444,4.5355,5.3198,6.5058,2.3160,-4.0456,3.3896,9.8074,6.0019,5.8959,5.8678,4.3878,0.8863,3.5388,-4.1642,-1.1163,7.7515,7.0207
125.0000,1.8648,6.1260,4.4971,7.0501,6.8230,2.7454,-4.5864,4.5196,9.3917,6.7779,6.0088,7.0947,4.8578,1.4207,4.0203,-3.8434,-0.3094,8.1774,7.5997
128.9062,1.3873,6.6110,5.5977,9.3500,7.5297,2.9707,-3.8042,5.8587,9.7716,7.1904,6.9228,9.1507,6.9006,3.0548,4.6165,-2.1635,2.5862,9.2413,8.8733
