Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-30.5743,-14.3802,-6.0535,-6.6053,-5.5605,-13.0049,-2.0693,-2.3600,-14.5870,-30.8480,-15.6417,-9.8021,-8.4796,-7.2719,-21.0402,-8.1014,-6.5971,-9.4364,-7.8064
3.9062,-30.9521,-13.2556,-6.2130,-6.9614,-5.9477,-12.2801,-3.1963,-2.6962,-14.0020,-31.2937,-15.6470,-10.0204,-9.3177,-8.4688,-20.9820,-8.0271,-7.8909,-9.0516,-8.5398
7.8125,-30.9679,-11.0695,-6.2664,-7.1955,-6.3905,-11.1804,-5.1317,-3.5730,-12.7160,-31.6392,-14.9646,-9.8275,-9.9911,-9.7635,-20.4038,-7.5192,-9.4948,-8.0230,-9.0552
11.7188,-30.2199,-7.9089,-5.9321,-7.0884,-6.6362,-9.5210,-7.1885,-4.9246,-10.7012,-31.7040,-13.3341,-8.7451,-9.8928,-10.5081,-19.2905,-6.4142,-10.6165,-6.2858,-8.8027
15.6250,-28.5108,-4.1717,-4.9364,-6.4929,-6.4636,-7.0935,-8.4282,-6.4072,-8.1514,-31.3126,-10.8439,-6.4384,-8.5447,-10.1000,-17.8486,-4.7135,-10.4494,-3.9864,-7.3663
19.5312,-25.9475,-0.4329,-3.2034,-5.4236,-5.8429,-3.8710,-8.2444,-7.5506,-5.4243,-30.2697,-7.9401,-2.9719,-5.8896,-8.3032,-16.3759,-2.6318,-8.6571,-1.4252,-4.7414
23.4375,-22.8402,2.7482,-0.9820,-4.0729,-4.9784,-0.1854,-6.7888,-8.0026,-2.8998,-28.3482,-5.2204,1.0927,-2.3738,-5.4134,-15.0603,-0.5601,-5.6432,1.0763,-1.4343
27.3438,-19.4598,4.9896,1.2040,-2.7334,-4.1733,3.2946,-4.8946,-7.7069,-0.8221,-25.3458,-3.1219,4.8566,1.2497,-2.1597,-13.8418,1.0550,-2.4082,3.3002,1.7146
31.2500,-15.8297,6.1666,2.7884,-1.6605,-3.5953,5.8333,-3.4965,-6.8966,0.7870,-21.2108,-1.6960,7.4556,4.2837,0.6158,-12.4292,1.8785,-0.0533,5.1726,3.9182
35.1562,-11.7269,6.4038,3.4523,-0.9527,-3.1138,7.0130,-2.9334,-5.9142,2.0893,-16.1632,-0.6186,8.4512,6.3853,2.3317,-10.4638,1.8357,0.7819,6.6967,4.8244
39.0625,-6.9176,6.0072,3.2842,-0.5195,-2.3556,6.9891,-2.6567,-4.9897,3.2801,-10.7028,0.5639,8.0235,7.6223,2.8971,-7.7285,1.1755,0.2237,7.8379,4.6661
42.9688,-1.4701,5.3646,2.7027,-0.1529,-0.9670,6.4282,-1.6107,-4.1318,4.4194,-5.4510,2.1112,6.8546,8.2902,2.6884,-4.2714,0.4074,-0.9471,8.4591,4.0837
46.8750,4.1068,4.8452,2.1939,0.3494,1.0945,6.1464,0.9341,-3.1947,5.3641,-0.8735,3.9097,5.7756,8.6533,2.3118,-0.3773,0.1212,-1.7203,8.3813,3.7358
50.7812,9.0603,4.7223,2.0507,1.0929,3.4669,6.6712,4.6849,-2.0468,5.8719,2.9688,5.5647,5.3855,8.8134,2.3005,3.5850,0.7529,-1.3323,7.5551,3.9514
54.6875,12.8550,5.1483,2.2946,2.0851,5.5891,8.0092,8.3140,-0.6987,5.8363,6.4867,6.7139,5.8493,8.7807,2.9124,7.3422,2.3966,0.4579,6.2349,4.6418
58.5938,15.6142,6.1872,2.8190,3.3057,7.0817,9.7608,10.2162,0.7041,5.5062,10.3885,7.3505,6.9553,8.6449,4.1118,10.8230,4.7540,3.3742,5.0167,5.5061
62.5000,18.2175,7.8783,3.6087,4.7740,8.0287,11.4835,9.5613,2.0008,5.5166,15.3397,7.9296,8.3460,8.6614,5.6982,14.1526,7.2586,6.8255,4.6615,6.3548
66.4062,21.9207,10.2669,4.8275,6.5326,8.9286,13.0303,6.9099,3.1265,6.6517,21.6333,9.1644,9.7469,9.1427,7.4668,17.5616,9.3294,10.1479,5.7541,7.2944
70.3125,27.6690,13.3510,6.6638,8.5389,10.3140,14.6186,3.9229,4.1049,9.4287,29.0408,11.6201,11.0549,10.2193,9.2905,21.2698,10.6361,12.7834,8.3660,8.6242
74.2188,35.5015,16.9567,9.0349,10.5424,12.2941,16.5869,2.3090,4.9243,13.7316,36.9097,15.3534,12.2717,11.6620,11.0924,25.3934,11.2399,14.3789,11.9194,10.5195
78.1250,44.4213,20.6331,11.3953,12.0679,14.3592,19.0301,2.6990,5.4118,18.7350,44.4411,19.8189,13.3764,12.9310,12.7618,29.8929,11.5292,14.8379,15.3593,12.7498
82.0312,52.8426,23.6923,12.8594,12.5761,15.6304,21.5979,4.2127,5.2452,23.2141,50.9990,24.1077,14.2596,13.4588,14.1128,34.5611,11.9779,14.3307,17.5842,14.6739
85.9375,59.3797,25.4500,12.6391,11.7577,15.4280,23.6285,5.0318,4.1440,26.1105,56.3112,27.3818,14.7736,12.9959,14.9472,39.0546,12.8596,13.2364,17.9387,15.5695
89.8438,63.5321,25.5884,10.5564,9.8027,13.7962,24.5521,3.6157,2.1330,27.0589,60.5000,29.2647,14.8596,11.8012,15.2032,42.9816,14.0840,12.0067,16.5297,15.1095
93.7500,65.8849,24.4338,7.2991,7.4685,11.6246,24.2985,-0.2381,-0.3094,26.5769,63.9663,29.9848,14.6549,10.5588,15.0918,46.0389,15.2608,11.0000,14.2102,13.6758
97.6562,67.7350,22.9429,4.2166,5.8566,10.2589,23.4332,-5.1757,-2.3568,25.8035,67.2048,30.2196,14.4997,10.0791,15.1075,48.1545,15.9581,10.3858,12.2334,12.2799
101.5625,70.3790,22.3298,2.7280,5.9697,10.8178,22.9106,-9.0377,-3.1706,25.9205,70.6218,30.7461,14.8237,10.9568,15.8578,49.5557,15.9978,10.1839,11.7331,12.0995
105.4688,74.4677,23.4863,3.6510,8.2537,13.6180,23.5802,-10.0806,-2.2899,27.5657,74.4009,32.0810,15.9611,13.3484,17.7623,50.6966,15.5950,10.3961,13.2583,13.8737
109.3750,79.7551,26.5033,6.8116,12.3554,18.0273,25.7316,-7.8975,0.1465,30.5434,78.4445,34.2690,17.9726,16.9273,20.7679,52.0471,15.2410,11.0998,16.5530,17.4902
113.2812,85.3166,30.5759,11.1320,17.2230,22.7936,28.9392,-3.5161,3.4708,33.9612,82.4062,36.8882,20.5547,20.9779,24.2458,53.8430,15.3927,12.3883,20.6589,21.9840
117.1875,90.0573,34.3724,15.1305,21.5109,26.6229,32.2853,1.2989,6.7992,36.6919,85.8231,39.2426,23.0900,24.5695,27.1660,55.9440,16.1678,14.1820,24.2869,25.9401
121.0938,93.2182,36.6819,17.5687,24.0995,28.6772,34.8254,5.0315,9.4104,37.9054,88.3186,40.6604,24.8486,26.7858,28.5021,57.9051,17.2538,16.0759,26.3067,28.0864
125.0000,94.6537,36.9937,17.9361,24.4953,28.7721,36.0382,7.0815,10.9916,37.4116,89.8055,40.7862,25.2887,26.9999,27.6917,59.2470,18.1084,17.4096,26.1641,27.7917
128.9062,94.8088,35.7020,16.5777,22.9458,27.2668,36.0290,7.7985,11.6525,35.6836,90.5822,39.7638,24.3347,25.1399,24.9215,59.7785,18.3302,17.5978,24.0739,25.2610
132.8125,94.4774,33.8499,14.4509,20.2439,24.7946,35.4101,8.0061,11.7458,33.6000,91.2495,38.2220,22.4836,21.8142,21.0815,59.7727,17.9590,16.5303,20.9123,21.3817
136.7188,94.4824,32.5828,12.6535,17.3362,22.0021,34.9537,8.4123,11.6198,32.0620,92.4587,37.0448,20.6362,18.1602,17.3888,59.8728,17.4945,14.7464,17.8550,17.3265
140.6250,95.3930,32.6203,11.9378,14.9266,19.3764,35.2160,9.2753,11.4395,31.6598,94.5997,36.9918,19.6837,15.4011,14.8542,60.7611,17.6039,13.1989,15.9032,14.0958
144.5312,97.3547,34.0088,12.4169,13.2470,17.1529,36.3248,10.4355,11.1477,32.5088,97.5940,38.3375,20.0433,14.2882,13.8510,62.7725,18.6968,12.7104,15.4999,12.1795
148.4375,100.0584,36.2308,13.5815,12.0780,15.2751,38.0135,11.5677,10.5601,34.2830,100.9080,40.7172,21.4076,14.7329,13.9954,65.6745,20.6393,13.4635,16.4021,11.4536
152.3438,102.8609,38.5512,14.6194,10.9807,13.4255,39.8471,12.4220,9.5292,36.4021,103.7895,43.2912,22.8892,15.8700,14.3885,68.7433,22.7965,14.8791,17.8633,11.3336
156.2500,105.0267,40.3827,14.8833,9.6072,11.1698,41.4881,12.9129,8.0915,38.2810,105.5992,45.1637,23.5182,16.5506,14.0891,71.0937,24.3804,15.9805,19.0305,11.1067
160.1562,106.0180,41.4987,14.2678,7.9293,8.2123,42.8460,13.0806,6.5277,39.5461,106.0654,45.8409,22.8211,15.9914,12.5782,72.0800,24.8859,16.0050,19.3555,10.2975
164.0625,105.7179,42.0389,13.2800,6.2749,4.6586,44.0357,13.0262,5.3004,40.1415,105.3406,45.4687,21.1331,14.1974,9.9979,71.5592,24.3498,14.8531,18.8199,8.8995
167.9688,104.4781,42.3683,12.7486,5.1657,1.1228,45.1920,12.8910,4.8846,40.2980,103.8617,44.7140,19.4391,11.9186,7.0743,69.9016,23.2908,13.0922,17.8798,7.3667
171.8750,102.9589,42.8898,13.3306,5.0554,-1.4359,46.2793,12.8615,5.5625,40.3940,102.1236,44.3686,18.8305,10.2000,4.7905,67.7787,22.3938,11.5569,17.1920,6.3760
175.7812,101.8312,43.8872,15.1160,6.1138,-2.1094,47.0359,13.1406,7.2793,40.7815,100.5026,44.9215,19.9024,9.8308,3.9798,65.8689,22.1506,10.8632,17.2887,6.4902
179.6875,101.4841,45.4277,17.5847,8.1694,-0.4735,47.1055,13.8616,9.6405,41.6586,99.2025,46.3535,22.4558,11.0283,5.0164,64.6266,22.6617,11.1751,18.3735,7.9044
183.5938,101.8762,47.3283,19.9450,10.8233,3.1841,46.2782,14.9977,12.0629,43.0304,98.2959,48.2478,25.6622,13.4911,7.7095,64.1910,23.6767,12.3240,20.3105,10.4024
187.5000,102.5888,49.1912,21.6273,13.6482,7.9725,44.6845,16.3447,14.0077,44.7487,97.7789,50.0989,28.5561,16.6954,11.4100,64.4188,24.7900,14.0975,22.7600,13.5196
191.4062,103.0323,50.5160,22.5903,16.3449,12.7792,42.8006,17.6041,15.1781,46.5789,97.5736,51.5875,30.5306,20.1761,15.2598,64.9769,25.6411,16.4022,25.3451,16.7867
195.3125,102.6932,50.8743,23.2338,18.7738,16.7071,41.2378,18.5115,15.5881,48.2536,97.4902,52.6452,31.5427,23.6081,18.4814,65.4424,26.0131,19.1619,27.7542,19.8950
199.2188,101.3101,50.0880,23.9930,20.8725,19.3416,40.4247,18.9142,15.4878,49.5039,97.2116,53.3101,31.9590,26.7094,20.6070,65.3959,25.8260,22.0778,29.7628,22.6983
203.1250,98.9164,48.3198,24.9296,22.5497,20.7418,40.3628,18.7493,15.2149,50.0901,96.3602,53.5293,32.2004,29.1333,21.5740,64.5139,25.0941,24.5276,31.2171,25.0912
207.0312,95.7585,46.0101,25.6344,23.6479,21.2261,40.6002,17.9666,15.0649,49.8507,94.6333,53.0895,32.4419,30.5004,21.6608,62.6559,23.9046,25.7748,32.0297,26.8905
210.9375,92.1374,43.6662,25.5192,24.0072,21.1147,40.4441,16.4999,15.2301,48.7541,91.9263,51.7331,32.5346,30.5705,21.2928,59.9108,22.4171,25.3861,32.1914,27.8278
214.8438,88.2462,41.6056,24.2760,23.5717,20.5733,39.3015,14.3477,15.7883,46.9089,88.3561,49.3602,32.1359,29.4026,20.8055,56.5654,20.8386,23.5457,31.7636,27.6668
218.7500,84.0759,39.7989,22.1457,22.4473,19.6018,36.9718,11.7225,16.6875,44.5053,84.1629,46.1487,30.9149,27.3485,20.2765,52.9925,19.3469,20.9952,30.8232,26.3548
222.6562,79.4423,37.9111,19.7840,20.8556,18.1151,33.7507,9.1341,17.7049,41.7125,79.5641,42.4946,28.7002,24.8550,19.5102,49.5082,17.9995,18.6001,29.3828,24.0894
226.5625,74.1419,35.5288,17.8198,19.0119,16.0322,30.3075,7.2877,18.4239,38.6044,74.6725,38.8203,25.5280,22.2149,18.1775,46.2761,16.7020,16.8312,27.3538,21.2440
230.4688,68.1698,32.4436,16.4398,17.0145,13.3271,27.4021,6.7939,18.3049,35.1805,69.5383,35.3971,21.6320,19.4520,16.0245,43.3050,15.2826,15.5279,24.6082,18.1998
234.3750,61.8754,28.8181,15.3119,14.8290,10.0444,25.5770,7.8360,16.8779,31.4786,64.2721,32.3035,17.4198,16.4265,13.0235,40.5293,13.6369,14.1049,21.1249,15.1961
238.2812,55.9261,25.1318,13.8992,12.3745,6.3049,24.9514,9.9999,13.9881,27.6933,59.1264,29.5194,13.4281,13.0700,9.3835,37.9011,11.8425,12.0443,17.1280,12.2933
242.1875,51.0450,21.9371,11.9143,9.6494,2.3129,25.1994,12.3988,9.9494,24.1903,54.4392,27.0464,10.2170,9.5654,5.4373,35.4313,10.1536,9.3128,13.1057,9.4619
246.0938,47.6314,19.5786,9.5666,6.8046,-1.6479,25.7128,14.0495,5.4847,21.3702,50.4541,24.9385,8.1968,6.3336,1.5075,33.1610,8.8740,6.4215,9.6699,6.7238
250.0000,45.4854,18.0467,7.4193,4.1184,-5.2455,25.8762,14.3053,1.4535,19.4546,47.1443,23.2232,7.4611,3.8438,-2.1435,31.1065,8.1948,4.1169,7.3187,4.2439
253.9062,43.8360,17.0471,5.9829,1.8983,-8.1560,25.3249,13.1101,-1.4958,18.3387,44.1899,21.8022,7.7354,2.3877,-5.2578,29.2356,8.1085,2.9435,6.2389,2.3106
257.8125,41.7052,16.2195,5.3627,0.3745,-10.1231,24.0604,10.9461,-3.1528,17.6309,41.1549,20.4483,8.4977,1.9654,-7.5086,27.4949,8.4427,2.9732,6.2554,1.2128
261.7188,38.4191,15.3466,5.2220,-0.3584,-11.0043,22.3578,8.5215,-3.7338,16.8642,37.7546,18.9259,9.2106,2.3259,-8.5331,25.8507,8.9630,3.8313,6.9399,1.0821
265.6250,33.9592,14.4088,5.0612,-0.3485,-10.8004,20.5182,6.3892,-3.6673,15.7450,34.0241,17.1482,9.5213,3.0934,-8.1176,24.2896,9.4510,4.9318,7.7934,1.7860
269.5312,28.9237,13.4675,4.5741,0.2308,-9.6753,18.6186,4.7067,-3.3382,14.2673,30.2538,15.2355,9.3164,3.8788,-6.4372,22.7595,9.7110,5.7293,8.3949,2.9292
273.4375,24.1142,12.4914,3.8045,1.1053,-7.9559,16.4356,3.2530,-2.9496,12.6251,26.7359,13.4127,8.6389,4.3427,-4.1500,21.1048,9.5444,5.8615,8.4684,3.9789
277.3438,20.0170,11.2874,3.0161,1.9486,-6.0803,13.6189,1.6649,-2.5544,11.0096,23.5129,11.8230,7.5854,4.2506,-2.1995,19.0779,8.7781,5.1940,7.9011,4.4769
281.2500,16.5268,9.6171,2.4294,2.4834,-4.4723,10.0223,-0.2589,-2.1714,9.4640,20.3348,10.4127,6.2965,3.5656,-1.3608,16.4643,7.3750,3.8395,6.7708,4.2568
