Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-6.1258,0.8902,3.0517,-1.9651,1.3614,-0.8307,2.1273,-3.7122,-2.1202,-6.2008,3.6854,1.6678,1.1992,-0.6055,2.5236,1.1810,1.0769,-2.6585,4.4590
3.9062,-5.6863,2.2685,4.7358,-3.1940,0.8443,0.1189,2.9648,-4.0150,-1.5897,-6.6953,4.5053,2.1326,0.6430,-1.5647,2.9578,1.7464,0.1534,-2.8190,4.3815
7.8125,-5.3341,3.1620,5.5838,-5.2672,-1.0561,0.8074,2.9028,-5.0064,-1.7650,-7.1263,4.4561,2.3435,-0.5827,-3.6858,2.6099,1.9510,-1.7077,-3.4919,3.1298
11.7188,-4.9081,3.4437,5.4159,-7.0961,-3.9211,1.4217,2.2219,-6.0224,-2.5646,-6.7509,3.6641,2.6493,-1.9260,-6.0672,1.7788,1.9689,-3.8507,-3.9943,1.2861
15.6250,-4.3920,3.3504,4.5345,-7.5182,-6.8247,2.2922,1.5541,-6.2667,-3.5754,-5.1743,2.6228,3.4616,-2.7568,-7.4914,0.9484,2.1256,-5.4769,-3.5786,-0.1338
19.5312,-3.9607,3.3223,3.4809,-6.0090,-8.8116,3.6443,1.4253,-5.2997,-4.2738,-2.6452,1.8826,4.9651,-2.7495,-7.1208,0.4591,2.7004,-6.1292,-1.9493,-0.3219
23.4375,-3.7829,3.7400,2.6936,-3.0002,-9.3901,5.4390,1.9000,-3.2737,-4.2775,0.1355,1.7523,6.9678,-2.0691,-4.9688,0.3523,3.7691,-5.9519,0.5054,0.7816
27.3438,-3.7425,4.7288,2.3004,0.4064,-8.7511,7.4119,2.5771,-0.7664,-3.4918,2.5500,2.1854,8.9875,-1.2528,-1.8466,0.4707,5.1693,-5.5602,2.9430,2.4137
31.2500,-3.3594,6.1324,2.1513,3.1156,-7.6009,9.2549,2.9174,1.6377,-2.1063,4.5170,2.8754,10.5059,-0.8807,1.1491,0.6779,6.5844,-5.6181,4.6016,3.4357
35.1562,-2.0478,7.6365,2.0168,4.6323,-6.7333,10.7808,2.6375,3.6897,-0.4786,6.4871,3.4488,11.2161,-1.2533,3.2442,0.9753,7.6826,-6.4114,5.2683,3.0065
39.0625,0.4374,8.9269,1.7677,5.1896,-6.6095,11.9430,1.8768,5.4957,1.0179,8.9764,3.6166,11.1150,-2.2634,4.2961,1.4126,8.2360,-7.6862,5.3619,1.0533
42.9688,3.7102,9.7784,1.4052,5.3877,-7.1771,12.7161,1.0350,7.2375,2.1224,12.0123,3.2236,10.4082,-3.5115,4.6586,1.8898,8.1747,-8.8327,5.5875,-1.7400
46.8750,6.8766,10.0444,0.9494,5.6716,-7.9939,12.9660,0.4320,8.8567,2.7553,14.9478,2.2244,9.3157,-4.5623,4.7776,2.0590,7.5714,-9.2708,6.4193,-4.3769
50.7812,9.0064,9.6078,0.3119,6.0492,-8.5361,12.4446,0.0570,9.9838,3.0052,16.8073,0.6492,7.9187,-5.1811,4.8555,1.4496,6.5697,-8.7832,7.7685,-6.1138
54.6875,9.6073,8.3741,-0.7198,6.2248,-8.4848,10.9338,-0.4182,10.1850,3.0310,16.9003,-1.4104,6.1409,-5.4265,4.8118,-0.2573,5.2931,-7.6063,9.0443,-6.7993
58.5938,8.7528,6.3385,-2.3568,5.9809,-7.8345,8.4341,-1.4035,9.3316,2.9198,15.2339,-3.8111,3.8661,-5.5709,4.5080,-3.0096,3.7787,-6.2528,9.5430,-6.8301
62.5000,6.8161,3.6804,-4.6272,5.4678,-6.7966,5.2537,-3.1207,7.7951,2.5933,12.4341,-6.3772,1.1171,-5.9061,4.0001,-6.3795,1.9891,-5.1993,8.8951,-6.8189
66.4062,4.1166,0.8017,-7.2664,5.1610,-5.5999,1.9325,-5.4751,6.2992,1.8628,9.3040,-8.9115,-1.8103,-6.5297,3.5871,-9.7468,-0.0797,-4.6225,7.3047,-7.2146
