Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,45.0864,35.0595,26.8920,24.7899,24.1642,26.7033,28.7706,23.3092,31.0253,40.0982,33.7999,22.7402,22.7658,22.5510,25.3039,22.0687,22.1415,26.5296,23.9737
3.9062,67.1022,29.2449,25.6149,20.6793,20.2723,30.1397,23.3307,17.8587,34.2275,59.0630,31.3909,25.6510,20.2949,19.9167,32.4535,20.7652,19.6045,24.9110,21.0497
7.8125,94.6767,19.3890,21.7321,13.1822,12.7446,34.0913,13.3278,8.8606,36.4249,81.8790,23.7922,27.1013,14.9673,14.8163,38.3246,16.1982,14.1182,20.7010,14.8117
11.7188,114.6612,7.4005,15.5046,4.2493,3.6361,35.5154,1.5596,-1.0509,34.5142,99.2706,11.3875,25.1306,8.0845,8.7957,39.4527,9.8161,7.3131,14.3566,6.7806
15.6250,114.5523,-3.4434,8.0540,-3.2006,-3.7291,31.7644,-7.6437,-8.4599,26.1598,102.1565,-3.0298,18.8467,1.9367,4.2025,34.2726,4.5069,1.9087,7.1879,-0.3136
19.5312,90.3115,-10.1661,0.6796,-7.0615,-6.8046,22.4607,-11.0267,-11.2895,11.4520,86.5397,-15.5170,9.0245,-1.6954,2.5724,24.0206,2.6030,-0.1201,0.5344,-4.2236
23.4375,49.6273,-11.8215,-5.8730,-7.4391,-5.6123,10.1258,-8.6249,-10.2232,-6.5818,55.8908,-23.1169,-2.1793,-2.8653,3.3147,11.8366,3.9757,0.8468,-5.0533,-4.7501
27.3438,8.0048,-10.1795,-11.6745,-6.6509,-2.9684,-1.0599,-3.9776,-8.3660,-23.1322,19.4672,-25.5521,-12.2523,-3.5964,3.7379,0.6862,5.7170,1.9528,-10.0266,-4.0418
31.2500,-20.1211,-8.8482,-17.2495,-7.7482,-2.8494,-7.7124,-2.0287,-9.2739,-33.9151,-12.4357,-25.3455,-19.5006,-6.6028,0.5893,-8.4010,3.8687,-0.4629,-15.2898,-5.3117
35.1562,-29.5317,-11.2863,-22.9080,-12.5207,-7.8964,-9.3455,-6.0304,-14.6420,-37.3281,-33.3939,-26.2162,-23.6996,-13.3882,-7.7996,-16.5129,-3.8442,-8.3876,-21.3104,-10.7569
39.0625,-26.3107,-18.8846,-28.3264,-20.3470,-17.7154,-8.6900,-15.5291,-23.2346,-35.1719,-43.0665,-30.7476,-25.9116,-23.0426,-20.1979,-25.3804,-16.1781,-20.5397,-27.5881,-20.0759
42.9688,-22.6723,-30.2659,-32.7376,-28.6850,-29.1364,-9.9568,-26.8122,-31.8074,-31.5015,-45.7621,-38.8377,-27.6794,-32.6438,-32.9598,-35.4479,-28.8372,-32.8635,-32.9308,-30.6078
46.8750,-28.2853,-42.1923,-35.6056,-34.8607,-38.2822,-16.1554,-35.5045,-37.3947,-30.3147,-46.7956,-47.9449,-30.1523,-39.0865,-42.1040,-45.0575,-37.0813,-40.9395,-36.3735,-39.0277
50.7812,-44.1002,-51.4759,-37.2583,-37.9074,-43.0683,-27.2278,-39.5078,-39.3779,-33.4743,-49.2734,-54.9384,-33.6556,-41.1465,-45.6967,-51.4790,-38.7810,-42.7888,-38.0626,-43.4685
54.6875,-62.6838,-56.7167,-38.9350,-39.1853,-44.4750,-40.1944,-40.2686,-39.9085,-40.0498,-53.2288,-58.2881,-37.8479,-40.3789,-45.0118,-53.0767,-35.8477,-40.2078,-39.4058,-44.6600
58.5938,-74.3474,-58.8847,-42.1250,-41.3798,-45.7872,-51.1491,-41.5698,-42.4049,-47.3299,-57.1060,-59.1108,-42.2132,-40.2123,-43.7275,-50.9610,-33.0457,-37.7123,-42.2970,-45.3633
62.5000,-74.3658,-60.5331,-47.6024,-46.6101,-50.3621,-57.7143,-46.7885,-49.1725,-52.7209,-59.9381,-60.3811,-46.4762,-43.8129,-45.6883,-48.7567,-34.9790,-39.7504,-47.9020,-48.5303
66.4062,-66.1373,-64.2447,-54.8332,-54.9727,-59.4319,-60.3319,-56.5813,-59.7766,-55.2876,-62.3642,-64.8685,-50.6849,-52.1101,-52.6580,-50.4668,-43.2657,-47.9908,-55.8385,-55.4404
