Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,1.8081,2.1452,2.2403,1.4289,2.5024,1.9279,1.7428,0.1209,3.6244,4.9373,1.7187,1.7195,1.8002,1.0650,0.6262,-1.0776,1.1726,2.5258,-0.2563
3.9062,5.5628,4.3670,4.5898,2.7491,2.5011,3.0481,2.4806,1.6327,6.8013,7.4052,4.9483,3.1242,3.1741,1.4400,2.7017,-0.1799,2.0586,4.5834,1.1551
7.8125,9.5757,6.5634,6.9848,4.5177,2.2902,4.0212,3.1124,3.4545,10.0045,9.1158,8.4079,4.5107,4.6283,1.8632,4.6428,1.3584,2.8398,6.7405,2.7168
11.7188,12.9691,8.0146,8.6806,6.4773,1.9045,4.7095,3.4956,5.2139,12.2345,9.6728,11.0763,5.3138,5.6665,2.1778,5.8424,3.2946,3.1653,8.3059,3.9478
15.6250,14.8385,8.3385,9.2637,8.3012,1.4639,4.9712,3.6243,6.6074,12.8759,8.9282,12.1646,5.1648,5.9560,2.2626,5.9289,5.0773,2.8679,8.7935,4.5015
19.5312,14.2763,7.5807,8.7586,9.6163,1.0913,4.5305,3.5903,7.4631,11.8481,6.6332,11.3170,4.0298,5.4621,2.0707,4.7927,5.9967,2.0317,8.0718,4.2906
23.4375,10.5523,6.0311,7.4575,10.0429,0.8287,3.0050,3.4655,7.6939,9.4513,2.3072,8.6006,2.1792,4.4194,1.6223,2.5077,5.4706,0.9333,6.3211,3.4657
27.3438,3.5613,3.9642,5.6596,9.3111,0.6184,0.1603,3.1965,7.2245,6.1218,-4.3926,4.4171,0.0538,3.1964,0.9773,-0.6998,3.3608,-0.0795,3.9033,2.3080
31.2500,-5.6535,1.5420,3.5510,7.4370,0.3626,-3.7498,2.6042,5.9924,2.3288,-12.9784,-0.5303,-1.8686,2.1529,0.2220,-4.3709,0.1637,-0.6953,1.2674,1.1276
35.1562,-14.7466,-1.0518,1.3006,4.8483,0.0135,-7.8302,1.5130,4.0486,-1.3487,-21.6799,-5.2325,-3.1622,1.5511,-0.5277,-7.7232,-3.0635,-0.7034,-1.0743,0.2119
39.0625,-20.6529,-3.4087,-0.7697,2.3144,-0.3871,-10.7775,-0.0674,1.6781,-4.1494,-27.7677,-8.4854,-3.5288,1.5076,-1.1369,-9.7368,-5.0715,-0.0389,-2.5823,-0.2073
42.9688,-20.8490,-4.8828,-2.1659,0.6364,-0.7591,-11.4497,-1.8367,-0.5898,-5.2902,-28.6932,-9.2414,-2.8993,1.9522,-1.5057,-9.5133,-4.9630,1.1664,-2.8363,-0.0179
46.8750,-14.7143,-4.8948,-2.4541,0.2262,-1.0901,-9.4728,-3.2746,-2.1459,-4.3890,-23.4868,-7.1273,-1.5414,2.5939,-1.6506,-6.7814,-2.6663,2.5507,-1.7834,0.6782
50.7812,-4.1981,-3.3993,-1.6089,0.8297,-1.5024,-5.5211,-3.8779,-2.5790,-1.8990,-13.5805,-2.8416,-0.0764,2.9555,-1.7502,-2.2433,0.9239,3.5750,0.0675,1.5196
