Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,7.3569,2.3923,3.3203,1.8442,1.5955,0.8659,0.6875,0.2738,3.5551,6.6749,4.4198,4.3172,4.2100,3.0518,7.0885,5.2608,4.6514,1.7669,3.4264
3.9062,6.5145,2.6202,5.4555,2.9541,2.2254,0.6912,2.9032,0.9491,3.3393,5.7782,2.6780,3.3009,2.8415,2.2240,6.7719,4.7996,2.7836,1.9508,3.5311
7.8125,4.6477,2.0780,6.9868,3.8756,2.6417,0.5133,4.8714,1.7277,1.9874,4.3616,-0.5172,1.2987,0.5196,0.7005,5.6144,3.4116,-0.0692,1.5191,3.0706
11.7188,2.2562,0.6247,7.0056,4.1995,2.6460,0.4539,5.7538,2.3919,-0.4341,3.0427,-4.6392,-1.5260,-2.3679,-1.2236,3.8994,1.1226,-3.1729,0.2507,1.9625
15.6250,0.0639,-1.4715,5.1417,3.6719,2.1780,0.5459,5.1838,2.7104,-3.3511,2.3344,-8.5422,-4.6658,-5.2119,-3.0460,2.1763,-1.6304,-5.5933,-1.8274,0.3144
19.5312,-1.4513,-3.6297,1.7796,2.3205,1.3406,0.6776,3.4890,2.5574,-5.9557,2.2043,-10.9324,-7.3984,-7.4108,-4.2699,0.9061,-4.1533,-6.6357,-4.3892,-1.6138
23.4375,-2.2984,-5.2166,-2.1036,0.4686,0.3489,0.6575,1.5339,1.9955,-7.5967,2.0655,-10.9897,-9.0140,-8.5619,-4.6192,0.1908,-5.7912,-6.1540,-6.8587,-3.4827
27.3438,-2.7969,-5.8202,-5.3715,-1.3832,-0.5731,0.3693,0.2782,1.2568,-8.0489,1.2763,-8.7911,-9.0723,-8.5575,-4.1580,-0.2194,-6.2115,-4.5767,-8.5698,-4.9615
31.2500,-3.1515,-5.3921,-7.1838,-2.7599,-1.3007,-0.0904,0.3143,0.6156,-7.5204,-0.2117,-5.2912,-7.6006,-7.5922,-3.2651,-0.6699,-5.5322,-2.6753,-9.0038,-5.8220
35.1562,-3.1683,-4.2046,-7.2449,-3.4063,-1.8622,-0.4129,1.6316,0.2252,-6.4432,-1.6063,-1.8672,-5.1450,-6.1093,-2.4734,-1.3128,-4.2408,-1.2285,-8.0213,-6.0220
39.0625,-2.4028,-2.6797,-5.7781,-3.3754,-2.4012,-0.2473,3.6959,0.0279,-5.2201,-1.7241,0.3133,-2.6185,-4.6932,-2.2389,-2.0194,-2.9619,-0.7515,-5.9692,-5.7383
42.9688,-0.6613,-1.2091,-3.3277,-2.9693,-3.0602,0.5511,5.7399,-0.1984,-4.0922,0.1004,0.7600,-0.9698,-3.9039,-2.7369,-2.5509,-2.1977,-1.3776,-3.5797,-5.3100
46.8750,1.5550,-0.0618,-0.5608,-2.5733,-3.8513,1.7553,7.0661,-0.6842,-3.1690,3.2995,-0.2593,-0.7946,-4.0810,-3.7793,-2.8270,-2.1652,-2.8835,-1.6741,-5.0919
50.7812,3.0843,0.6037,1.8350,-2.4816,-4.6068,2.8052,7.2159,-1.5118,-2.5357,6.1419,-2.0084,-2.0748,-5.1981,-4.9084,-3.0527,-2.7857,-4.8063,-0.8053,-5.2828
54.6875,2.6955,0.6798,3.1903,-2.8107,-5.0619,3.0477,5.9904,-2.5664,-2.3089,6.6517,-3.7254,-4.1939,-6.8671,-5.6346,-3.5816,-3.8036,-6.6065,-1.0266,-5.8298
58.5938,-0.1287,0.0847,2.9398,-3.5258,-5.0376,2.0509,3.4155,-3.6237,-2.5846,3.8162,-4.9527,-6.2448,-8.5256,-5.7042,-4.6186,-4.9467,-7.8462,-1.9177,-6.4746
62.5000,-4.7701,-1.1871,0.8196,-4.5247,-4.6074,-0.1780,-0.2535,-4.4984,-3.3255,-1.7267,-5.6050,-7.4755,-9.7207,-5.2424,-6.0019,-6.0370,-8.3384,-2.8463,-6.9171
66.4062,-9.7395,-2.9698,-2.8963,-5.6936,-4.1185,-3.1773,-4.4835,-5.1383,-4.2926,-8.0002,-5.8099,-7.6303,-10.3167,-4.6775,-7.2497,-7.0010,-8.2059,-3.3064,-6.9900
70.3125,-13.4649,-4.8691,-7.2981,-6.8857,-4.0209,-6.2056,-8.4621,-5.5961,-5.0980,-12.7929,-5.6883,-6.9979,-10.4897,-4.4765,-7.8506,-7.7997,-7.8002,-3.1315,-6.7243
74.2188,-15.0776,-6.3239,-11.0353,-7.8633,-4.5849,-8.5046,-11.2447,-5.9142,-5.3608,-14.8191,-5.2463,-6.1586,-10.5136,-4.8539,-7.5891,-8.3473,-7.5016,-2.4807,-6.2738
78.1250,-14.6916,-6.7989,-12.7953,-8.2875,-5.6868,-9.5342,-12.0621,-6.0267,-4.8852,-14.2006,-4.4425,-5.6098,-10.5014,-5.6414,-6.6739,-8.4986,-7.5095,-1.6538,-5.7679
